"Fmin","Fmin_B","CFI","RMSEA","Size_Of_CR","FC","Number_Of_CR","Location_Of_Misfit","Percent_Missing","Number_of_Missing_Variables","Missing_Mechanism"
0.053943,3.563513,0.984877,0.031887,0.2,"Factor Correlation = 0.4","One Correlated Residual","Same Factor (SF)","50%","Four Variables with Missing Data","  MCAR"
0.131659,3.706696,0.964494,0.049831,0.3,"Factor Correlation = 0.4","One Correlated Residual","Same Factor (SF)","50%","Four Variables with Missing Data","  MCAR"
0.231844,3.982227,0.941793,0.066132,0.4,"Factor Correlation = 0.4","One Correlated Residual","Same Factor (SF)","50%","Four Variables with Missing Data","  MCAR"
4.5e-05,3.862787,1,0,0,"Factor Correlation = 0.8","One Correlated Residual","Same Factor (SF)","50%","Four Variables with Missing Data","  MCAR"
0.014291,3.903984,0.996353,0.01639,0.1,"Factor Correlation = 0.8","One Correlated Residual","Same Factor (SF)","50%","Four Variables with Missing Data","  MCAR"
0.061,3.983027,0.984698,0.033911,0.2,"Factor Correlation = 0.8","One Correlated Residual","Same Factor (SF)","50%","Four Variables with Missing Data","  MCAR"
0.156499,4.123497,0.962059,0.054331,0.3,"Factor Correlation = 0.8","One Correlated Residual","Same Factor (SF)","50%","Four Variables with Missing Data","  MCAR"
0.322524,4.398789,0.92669,0.078002,0.4,"Factor Correlation = 0.8","One Correlated Residual","Same Factor (SF)","50%","Four Variables with Missing Data","  MCAR"
4.7e-05,4.258323,1,0,0,"Factor Correlation = 0","One Correlated Residual","Same Factor (SF)","0%"," Two Variables with Missing Data"," Weak MAR"
0.024609,4.345508,0.994349,0.021525,0.1,"Factor Correlation = 0","One Correlated Residual","Same Factor (SF)","0%"," Two Variables with Missing Data"," Weak MAR"
0.102776,4.509286,0.977219,0.044025,0.2,"Factor Correlation = 0","One Correlated Residual","Same Factor (SF)","0%"," Two Variables with Missing Data"," Weak MAR"
0.240812,4.795025,0.949789,0.067399,0.3,"Factor Correlation = 0","One Correlated Residual","Same Factor (SF)","0%"," Two Variables with Missing Data"," Weak MAR"
0.389962,5.347724,0.927088,0.085772,0.4,"Factor Correlation = 0","One Correlated Residual","Same Factor (SF)","0%"," Two Variables with Missing Data"," Weak MAR"
5.2e-05,4.38073,1,0,0,"Factor Correlation = 0.4","One Correlated Residual","Same Factor (SF)","0%"," Two Variables with Missing Data"," Weak MAR"
0.025391,4.466808,0.994327,0.021865,0.1,"Factor Correlation = 0.4","One Correlated Residual","Same Factor (SF)","0%"," Two Variables with Missing Data"," Weak MAR"
0.106285,4.629742,0.977054,0.04477,0.2,"Factor Correlation = 0.4","One Correlated Residual","Same Factor (SF)","0%"," Two Variables with Missing Data"," Weak MAR"
0.254234,4.914798,0.948282,0.069252,0.3,"Factor Correlation = 0.4","One Correlated Residual","Same Factor (SF)","0%"," Two Variables with Missing Data"," Weak MAR"
0.424093,5.466944,0.922435,0.089447,0.4,"Factor Correlation = 0.4","One Correlated Residual","Same Factor (SF)","0%"," Two Variables with Missing Data"," Weak MAR"
4.2e-05,4.881164,1,0,0,"Factor Correlation = 0.8","One Correlated Residual","Same Factor (SF)","0%"," Two Variables with Missing Data"," Weak MAR"
0.028271,4.961026,0.994312,0.023074,0.1,"Factor Correlation = 0.8","One Correlated Residual","Same Factor (SF)","0%"," Two Variables with Missing Data"," Weak MAR"
0.120807,5.11913,0.976411,0.047732,0.2,"Factor Correlation = 0.8","One Correlated Residual","Same Factor (SF)","0%"," Two Variables with Missing Data"," Weak MAR"
0.307205,5.400329,0.943123,0.076127,0.3,"Factor Correlation = 0.8","One Correlated Residual","Same Factor (SF)","0%"," Two Variables with Missing Data"," Weak MAR"
0.587519,5.949324,0.901254,0.105282,0.4,"Factor Correlation = 0.8","One Correlated Residual","Same Factor (SF)","0%"," Two Variables with Missing Data"," Weak MAR"
4.3e-05,3.829903,1,0,0,"Factor Correlation = 0","One Correlated Residual","Same Factor (SF)","20%"," Two Variables with Missing Data"," Weak MAR"
0.015942,3.887714,0.995913,0.017315,0.1,"Factor Correlation = 0","One Correlated Residual","Same Factor (SF)","20%"," Two Variables with Missing Data"," Weak MAR"
0.066944,3.99282,0.983247,0.035526,0.2,"Factor Correlation = 0","One Correlated Residual","Same Factor (SF)","20%"," Two Variables with Missing Data"," Weak MAR"
0.160546,4.180375,0.961607,0.055029,0.3,"Factor Correlation = 0","One Correlated Residual","Same Factor (SF)","20%"," Two Variables with Missing Data"," Weak MAR"
0.276116,4.539253,0.939182,0.072172,0.4,"Factor Correlation = 0","One Correlated Residual","Same Factor (SF)","20%"," Two Variables with Missing Data"," Weak MAR"
5e-05,3.949313,1,0,0,"Factor Correlation = 0.4","One Correlated Residual","Same Factor (SF)","20%"," Two Variables with Missing Data"," Weak MAR"
0.016522,4.008395,0.995891,0.017628,0.1,"Factor Correlation = 0.4","One Correlated Residual","Same Factor (SF)","20%"," Two Variables with Missing Data"," Weak MAR"
0.069153,4.113444,0.983201,0.036108,0.2,"Factor Correlation = 0.4","One Correlated Residual","Same Factor (SF)","20%"," Two Variables with Missing Data"," Weak MAR"
0.168235,4.299426,0.960882,0.056331,0.3,"Factor Correlation = 0.4","One Correlated Residual","Same Factor (SF)","20%"," Two Variables with Missing Data"," Weak MAR"
0.295614,4.657715,0.936543,0.074677,0.4,"Factor Correlation = 0.4","One Correlated Residual","Same Factor (SF)","20%"," Two Variables with Missing Data"," Weak MAR"
3.7e-05,4.434361,1,0,0,"Factor Correlation = 0.8","One Correlated Residual","Same Factor (SF)","20%"," Two Variables with Missing Data"," Weak MAR"
0.018246,4.486611,0.995945,0.018528,0.1,"Factor Correlation = 0.8","One Correlated Residual","Same Factor (SF)","20%"," Two Variables with Missing Data"," Weak MAR"
0.07779,4.59258,0.983073,0.038298,0.2,"Factor Correlation = 0.8","One Correlated Residual","Same Factor (SF)","20%"," Two Variables with Missing Data"," Weak MAR"
0.199159,4.773205,0.958286,0.061292,0.3,"Factor Correlation = 0.8","One Correlated Residual","Same Factor (SF)","20%"," Two Variables with Missing Data"," Weak MAR"
0.400697,5.130272,0.921905,0.086944,0.4,"Factor Correlation = 0.8","One Correlated Residual","Same Factor (SF)","20%"," Two Variables with Missing Data"," Weak MAR"
4.5e-05,3.71465,1,0,0,"Factor Correlation = 0","One Correlated Residual","Same Factor (SF)","50%"," Two Variables with Missing Data"," Weak MAR"
0.012491,3.756804,0.996689,0.015319,0.1,"Factor Correlation = 0","One Correlated Residual","Same Factor (SF)","50%"," Two Variables with Missing Data"," Weak MAR"
0.052583,3.838853,0.986316,0.031482,0.2,"Factor Correlation = 0","One Correlated Residual","Same Factor (SF)","50%"," Two Variables with Missing Data"," Weak MAR"
0.128324,3.981601,0.967784,0.049196,0.3,"Factor Correlation = 0","One Correlated Residual","Same Factor (SF)","50%"," Two Variables with Missing Data"," Weak MAR"
0.231601,4.259886,0.945644,0.066097,0.4,"Factor Correlation = 0","One Correlated Residual","Same Factor (SF)","50%"," Two Variables with Missing Data"," Weak MAR"
4.8e-05,3.830363,1,0,0,"Factor Correlation = 0.4","One Correlated Residual","Same Factor (SF)","50%"," Two Variables with Missing Data"," Weak MAR"
0.013102,3.874534,0.996632,0.015691,0.1,"Factor Correlation = 0.4","One Correlated Residual","Same Factor (SF)","50%"," Two Variables with Missing Data"," Weak MAR"
0.054068,3.956992,0.986349,0.031924,0.2,"Factor Correlation = 0.4","One Correlated Residual","Same Factor (SF)","50%"," Two Variables with Missing Data"," Weak MAR"
0.133054,4.101961,0.967576,0.050094,0.3,"Factor Correlation = 0.4","One Correlated Residual","Same Factor (SF)","50%"," Two Variables with Missing Data"," Weak MAR"
0.246948,4.374244,0.943556,0.068252,0.4,"Factor Correlation = 0.4","One Correlated Residual","Same Factor (SF)","50%"," Two Variables with Missing Data"," Weak MAR"
4.6e-05,4.309083,1,0,0,"Factor Correlation = 0.8","One Correlated Residual","Same Factor (SF)","50%"," Two Variables with Missing Data"," Weak MAR"
0.0144,4.347524,0.9967,0.016453,0.1,"Factor Correlation = 0.8","One Correlated Residual","Same Factor (SF)","50%"," Two Variables with Missing Data"," Weak MAR"
0.061041,4.427147,0.986224,0.033922,0.2,"Factor Correlation = 0.8","One Correlated Residual","Same Factor (SF)","50%"," Two Variables with Missing Data"," Weak MAR"
0.155354,4.568461,0.966005,0.054131,0.3,"Factor Correlation = 0.8","One Correlated Residual","Same Factor (SF)","50%"," Two Variables with Missing Data"," Weak MAR"
0.326022,4.843388,0.932697,0.078424,0.4,"Factor Correlation = 0.8","One Correlated Residual","Same Factor (SF)","50%"," Two Variables with Missing Data"," Weak MAR"
4.7e-05,4.258323,1,0,0,"Factor Correlation = 0","One Correlated Residual","Same Factor (SF)","0%","Four Variables with Missing Data"," Weak MAR"
0.024609,4.345508,0.994349,0.021525,0.1,"Factor Correlation = 0","One Correlated Residual","Same Factor (SF)","0%","Four Variables with Missing Data"," Weak MAR"
0.102776,4.509286,0.977219,0.044025,0.2,"Factor Correlation = 0","One Correlated Residual","Same Factor (SF)","0%","Four Variables with Missing Data"," Weak MAR"
0.240812,4.795025,0.949789,0.067399,0.3,"Factor Correlation = 0","One Correlated Residual","Same Factor (SF)","0%","Four Variables with Missing Data"," Weak MAR"
0.389962,5.347724,0.927088,0.085772,0.4,"Factor Correlation = 0","One Correlated Residual","Same Factor (SF)","0%","Four Variables with Missing Data"," Weak MAR"
5.2e-05,4.38073,1,0,0,"Factor Correlation = 0.4","One Correlated Residual","Same Factor (SF)","0%","Four Variables with Missing Data"," Weak MAR"
0.025391,4.466808,0.994327,0.021865,0.1,"Factor Correlation = 0.4","One Correlated Residual","Same Factor (SF)","0%","Four Variables with Missing Data"," Weak MAR"
0.106285,4.629742,0.977054,0.04477,0.2,"Factor Correlation = 0.4","One Correlated Residual","Same Factor (SF)","0%","Four Variables with Missing Data"," Weak MAR"
0.254234,4.914798,0.948282,0.069252,0.3,"Factor Correlation = 0.4","One Correlated Residual","Same Factor (SF)","0%","Four Variables with Missing Data"," Weak MAR"
0.424093,5.466944,0.922435,0.089447,0.4,"Factor Correlation = 0.4","One Correlated Residual","Same Factor (SF)","0%","Four Variables with Missing Data"," Weak MAR"
4.2e-05,4.881164,1,0,0,"Factor Correlation = 0.8","One Correlated Residual","Same Factor (SF)","0%","Four Variables with Missing Data"," Weak MAR"
0.028271,4.961026,0.994312,0.023074,0.1,"Factor Correlation = 0.8","One Correlated Residual","Same Factor (SF)","0%","Four Variables with Missing Data"," Weak MAR"
0.120807,5.11913,0.976411,0.047732,0.2,"Factor Correlation = 0.8","One Correlated Residual","Same Factor (SF)","0%","Four Variables with Missing Data"," Weak MAR"
0.307205,5.400329,0.943123,0.076127,0.3,"Factor Correlation = 0.8","One Correlated Residual","Same Factor (SF)","0%","Four Variables with Missing Data"," Weak MAR"
0.587519,5.949324,0.901254,0.105282,0.4,"Factor Correlation = 0.8","One Correlated Residual","Same Factor (SF)","0%","Four Variables with Missing Data"," Weak MAR"
4e-05,3.46082,1,0,0,"Factor Correlation = 0","One Correlated Residual","Same Factor (SF)","20%","Four Variables with Missing Data"," Weak MAR"
0.015766,3.521105,0.995537,0.017218,0.1,"Factor Correlation = 0","One Correlated Residual","Same Factor (SF)","20%","Four Variables with Missing Data"," Weak MAR"
0.065495,3.623859,0.981941,0.035139,0.2,"Factor Correlation = 0","One Correlated Residual","Same Factor (SF)","20%","Four Variables with Missing Data"," Weak MAR"
0.152844,3.813995,0.959939,0.053692,0.3,"Factor Correlation = 0","One Correlated Residual","Same Factor (SF)","20%","Four Variables with Missing Data"," Weak MAR"
0.247464,4.171157,0.940684,0.068324,0.4,"Factor Correlation = 0","One Correlated Residual","Same Factor (SF)","20%","Four Variables with Missing Data"," Weak MAR"
4.8e-05,3.575179,1,0,0,"Factor Correlation = 0.4","One Correlated Residual","Same Factor (SF)","20%","Four Variables with Missing Data"," Weak MAR"
0.016363,3.633302,0.995511,0.017542,0.1,"Factor Correlation = 0.4","One Correlated Residual","Same Factor (SF)","20%","Four Variables with Missing Data"," Weak MAR"
0.068043,3.738909,0.981815,0.035817,0.2,"Factor Correlation = 0.4","One Correlated Residual","Same Factor (SF)","20%","Four Variables with Missing Data"," Weak MAR"
0.161658,3.925368,0.95883,0.055219,0.3,"Factor Correlation = 0.4","One Correlated Residual","Same Factor (SF)","20%","Four Variables with Missing Data"," Weak MAR"
0.269549,4.282204,0.937065,0.071308,0.4,"Factor Correlation = 0.4","One Correlated Residual","Same Factor (SF)","20%","Four Variables with Missing Data"," Weak MAR"
3.7e-05,4.022667,1,0,0,"Factor Correlation = 0.8","One Correlated Residual","Same Factor (SF)","20%","Four Variables with Missing Data"," Weak MAR"
0.018214,4.076391,0.995545,0.018511,0.1,"Factor Correlation = 0.8","One Correlated Residual","Same Factor (SF)","20%","Four Variables with Missing Data"," Weak MAR"
0.077419,4.183948,0.981509,0.038207,0.2,"Factor Correlation = 0.8","One Correlated Residual","Same Factor (SF)","20%","Four Variables with Missing Data"," Weak MAR"
0.197158,4.364768,0.954841,0.060983,0.3,"Factor Correlation = 0.8","One Correlated Residual","Same Factor (SF)","20%","Four Variables with Missing Data"," Weak MAR"
0.381516,4.720125,0.919183,0.084838,0.4,"Factor Correlation = 0.8","One Correlated Residual","Same Factor (SF)","20%","Four Variables with Missing Data"," Weak MAR"
5e-05,3.255553,1,0,0,"Factor Correlation = 0","One Correlated Residual","Same Factor (SF)","50%","Four Variables with Missing Data"," Weak MAR"
0.012311,3.296861,0.996282,0.015208,0.1,"Factor Correlation = 0","One Correlated Residual","Same Factor (SF)","50%","Four Variables with Missing Data"," Weak MAR"
0.051294,3.379508,0.984837,0.031094,0.2,"Factor Correlation = 0","One Correlated Residual","Same Factor (SF)","50%","Four Variables with Missing Data"," Weak MAR"
0.121573,3.523838,0.965514,0.047884,0.3,"Factor Correlation = 0","One Correlated Residual","Same Factor (SF)","50%","Four Variables with Missing Data"," Weak MAR"
0.203027,3.801204,0.946602,0.061884,0.4,"Factor Correlation = 0","One Correlated Residual","Same Factor (SF)","50%","Four Variables with Missing Data"," Weak MAR"
4.7e-05,3.36227,1,0,0,"Factor Correlation = 0.4","One Correlated Residual","Same Factor (SF)","50%","Four Variables with Missing Data"," Weak MAR"
0.012958,3.404382,0.996209,0.015604,0.1,"Factor Correlation = 0.4","One Correlated Residual","Same Factor (SF)","50%","Four Variables with Missing Data"," Weak MAR"
0.053021,3.488378,0.984815,0.031613,0.2,"Factor Correlation = 0.4","One Correlated Residual","Same Factor (SF)","50%","Four Variables with Missing Data"," Weak MAR"
0.127287,3.633748,0.964985,0.048996,0.3,"Factor Correlation = 0.4","One Correlated Residual","Same Factor (SF)","50%","Four Variables with Missing Data"," Weak MAR"
0.220263,3.90439,0.943599,0.064459,0.4,"Factor Correlation = 0.4","One Correlated Residual","Same Factor (SF)","50%","Four Variables with Missing Data"," Weak MAR"
5.2e-05,3.788167,1,0,0,"Factor Correlation = 0.8","One Correlated Residual","Same Factor (SF)","50%","Four Variables with Missing Data"," Weak MAR"
0.014341,3.826636,0.996266,0.016419,0.1,"Factor Correlation = 0.8","One Correlated Residual","Same Factor (SF)","50%","Four Variables with Missing Data"," Weak MAR"
0.060665,3.906864,0.984485,0.033818,0.2,"Factor Correlation = 0.8","One Correlated Residual","Same Factor (SF)","50%","Four Variables with Missing Data"," Weak MAR"
0.153383,4.047496,0.962117,0.053787,0.3,"Factor Correlation = 0.8","One Correlated Residual","Same Factor (SF)","50%","Four Variables with Missing Data"," Weak MAR"
0.307842,4.321425,0.928775,0.076206,0.4,"Factor Correlation = 0.8","One Correlated Residual","Same Factor (SF)","50%","Four Variables with Missing Data"," Weak MAR"
4.7e-05,4.258323,1,0,0,"Factor Correlation = 0","One Correlated Residual","Same Factor (SF)","0%"," Two Variables with Missing Data","Strong MAR"
0.024609,4.345508,0.994349,0.021525,0.1,"Factor Correlation = 0","One Correlated Residual","Same Factor (SF)","0%"," Two Variables with Missing Data","Strong MAR"
0.102776,4.509286,0.977219,0.044025,0.2,"Factor Correlation = 0","One Correlated Residual","Same Factor (SF)","0%"," Two Variables with Missing Data","Strong MAR"
0.240812,4.795025,0.949789,0.067399,0.3,"Factor Correlation = 0","One Correlated Residual","Same Factor (SF)","0%"," Two Variables with Missing Data","Strong MAR"
0.389962,5.347724,0.927088,0.085772,0.4,"Factor Correlation = 0","One Correlated Residual","Same Factor (SF)","0%"," Two Variables with Missing Data","Strong MAR"
5.2e-05,4.38073,1,0,0,"Factor Correlation = 0.4","One Correlated Residual","Same Factor (SF)","0%"," Two Variables with Missing Data","Strong MAR"
0.025391,4.466808,0.994327,0.021865,0.1,"Factor Correlation = 0.4","One Correlated Residual","Same Factor (SF)","0%"," Two Variables with Missing Data","Strong MAR"
0.106285,4.629742,0.977054,0.04477,0.2,"Factor Correlation = 0.4","One Correlated Residual","Same Factor (SF)","0%"," Two Variables with Missing Data","Strong MAR"
0.254234,4.914798,0.948282,0.069252,0.3,"Factor Correlation = 0.4","One Correlated Residual","Same Factor (SF)","0%"," Two Variables with Missing Data","Strong MAR"
0.424093,5.466944,0.922435,0.089447,0.4,"Factor Correlation = 0.4","One Correlated Residual","Same Factor (SF)","0%"," Two Variables with Missing Data","Strong MAR"
4.2e-05,4.881164,1,0,0,"Factor Correlation = 0.8","One Correlated Residual","Same Factor (SF)","0%"," Two Variables with Missing Data","Strong MAR"
0.028271,4.961026,0.994312,0.023074,0.1,"Factor Correlation = 0.8","One Correlated Residual","Same Factor (SF)","0%"," Two Variables with Missing Data","Strong MAR"
0.120807,5.11913,0.976411,0.047732,0.2,"Factor Correlation = 0.8","One Correlated Residual","Same Factor (SF)","0%"," Two Variables with Missing Data","Strong MAR"
0.307205,5.400329,0.943123,0.076127,0.3,"Factor Correlation = 0.8","One Correlated Residual","Same Factor (SF)","0%"," Two Variables with Missing Data","Strong MAR"
0.587519,5.949324,0.901254,0.105282,0.4,"Factor Correlation = 0.8","One Correlated Residual","Same Factor (SF)","0%"," Two Variables with Missing Data","Strong MAR"
4.3e-05,3.886138,1,0,0,"Factor Correlation = 0","One Correlated Residual","Same Factor (SF)","20%"," Two Variables with Missing Data","Strong MAR"
0.018899,3.957483,0.995238,0.018857,0.1,"Factor Correlation = 0","One Correlated Residual","Same Factor (SF)","20%"," Two Variables with Missing Data","Strong MAR"
0.078452,4.086823,0.980816,0.038461,0.2,"Factor Correlation = 0","One Correlated Residual","Same Factor (SF)","20%"," Two Variables with Missing Data","Strong MAR"
0.180981,4.317002,0.958089,0.058427,0.3,"Factor Correlation = 0","One Correlated Residual","Same Factor (SF)","20%"," Two Variables with Missing Data","Strong MAR"
0.296391,4.758349,0.937722,0.074775,0.4,"Factor Correlation = 0","One Correlated Residual","Same Factor (SF)","20%"," Two Variables with Missing Data","Strong MAR"
5.4e-05,4.007741,1,0.00016,0,"Factor Correlation = 0.4","One Correlated Residual","Same Factor (SF)","20%"," Two Variables with Missing Data","Strong MAR"
0.020006,4.078461,0.995108,0.019403,0.1,"Factor Correlation = 0.4","One Correlated Residual","Same Factor (SF)","20%"," Two Variables with Missing Data","Strong MAR"
0.081122,4.209453,0.980741,0.03911,0.2,"Factor Correlation = 0.4","One Correlated Residual","Same Factor (SF)","20%"," Two Variables with Missing Data","Strong MAR"
0.191293,4.439667,0.956924,0.060069,0.3,"Factor Correlation = 0.4","One Correlated Residual","Same Factor (SF)","20%"," Two Variables with Missing Data","Strong MAR"
0.320707,4.878061,0.934265,0.077782,0.4,"Factor Correlation = 0.4","One Correlated Residual","Same Factor (SF)","20%"," Two Variables with Missing Data","Strong MAR"
4.1e-05,4.49937,1,0,0,"Factor Correlation = 0.8","One Correlated Residual","Same Factor (SF)","20%"," Two Variables with Missing Data","Strong MAR"
0.022263,4.564054,0.995134,0.020471,0.1,"Factor Correlation = 0.8","One Correlated Residual","Same Factor (SF)","20%"," Two Variables with Missing Data","Strong MAR"
0.094562,4.692493,0.979859,0.042228,0.2,"Factor Correlation = 0.8","One Correlated Residual","Same Factor (SF)","20%"," Two Variables with Missing Data","Strong MAR"
0.236788,4.915794,0.951841,0.066833,0.3,"Factor Correlation = 0.8","One Correlated Residual","Same Factor (SF)","20%"," Two Variables with Missing Data","Strong MAR"
0.441176,5.355173,0.917626,0.091231,0.4,"Factor Correlation = 0.8","One Correlated Residual","Same Factor (SF)","20%"," Two Variables with Missing Data","Strong MAR"
4.6e-05,3.586658,1,0,0,"Factor Correlation = 0","One Correlated Residual","Same Factor (SF)","50%"," Two Variables with Missing Data","Strong MAR"
0.01157,3.631786,0.996829,0.014741,0.1,"Factor Correlation = 0","One Correlated Residual","Same Factor (SF)","50%"," Two Variables with Missing Data","Strong MAR"
0.047688,3.71248,0.987169,0.02998,0.2,"Factor Correlation = 0","One Correlated Residual","Same Factor (SF)","50%"," Two Variables with Missing Data","Strong MAR"
0.1096,3.854527,0.971579,0.045463,0.3,"Factor Correlation = 0","One Correlated Residual","Same Factor (SF)","50%"," Two Variables with Missing Data","Strong MAR"
0.182176,4.131701,0.95592,0.05862,0.4,"Factor Correlation = 0","One Correlated Residual","Same Factor (SF)","50%"," Two Variables with Missing Data","Strong MAR"
5e-05,3.703948,1,0,0,"Factor Correlation = 0.4","One Correlated Residual","Same Factor (SF)","50%"," Two Variables with Missing Data","Strong MAR"
0.01214,3.750265,0.996777,0.015102,0.1,"Factor Correlation = 0.4","One Correlated Residual","Same Factor (SF)","50%"," Two Variables with Missing Data","Strong MAR"
0.049507,3.829764,0.987087,0.030547,0.2,"Factor Correlation = 0.4","One Correlated Residual","Same Factor (SF)","50%"," Two Variables with Missing Data","Strong MAR"
0.11582,3.974039,0.970869,0.046736,0.3,"Factor Correlation = 0.4","One Correlated Residual","Same Factor (SF)","50%"," Two Variables with Missing Data","Strong MAR"
0.194348,4.249872,0.954281,0.060547,0.4,"Factor Correlation = 0.4","One Correlated Residual","Same Factor (SF)","50%"," Two Variables with Missing Data","Strong MAR"
4.5e-05,4.180777,1,0,0,"Factor Correlation = 0.8","One Correlated Residual","Same Factor (SF)","50%"," Two Variables with Missing Data","Strong MAR"
0.013793,4.223389,0.996747,0.016101,0.1,"Factor Correlation = 0.8","One Correlated Residual","Same Factor (SF)","50%"," Two Variables with Missing Data","Strong MAR"
0.058672,4.302333,0.986375,0.033257,0.2,"Factor Correlation = 0.8","One Correlated Residual","Same Factor (SF)","50%"," Two Variables with Missing Data","Strong MAR"
0.144832,4.442534,0.96741,0.052266,0.3,"Factor Correlation = 0.8","One Correlated Residual","Same Factor (SF)","50%"," Two Variables with Missing Data","Strong MAR"
0.268883,4.718691,0.943028,0.07122,0.4,"Factor Correlation = 0.8","One Correlated Residual","Same Factor (SF)","50%"," Two Variables with Missing Data","Strong MAR"
4.7e-05,4.258323,1,0,0,"Factor Correlation = 0","One Correlated Residual","Same Factor (SF)","0%","Four Variables with Missing Data","Strong MAR"
0.024609,4.345508,0.994349,0.021525,0.1,"Factor Correlation = 0","One Correlated Residual","Same Factor (SF)","0%","Four Variables with Missing Data","Strong MAR"
0.102776,4.509286,0.977219,0.044025,0.2,"Factor Correlation = 0","One Correlated Residual","Same Factor (SF)","0%","Four Variables with Missing Data","Strong MAR"
0.240812,4.795025,0.949789,0.067399,0.3,"Factor Correlation = 0","One Correlated Residual","Same Factor (SF)","0%","Four Variables with Missing Data","Strong MAR"
0.389962,5.347724,0.927088,0.085772,0.4,"Factor Correlation = 0","One Correlated Residual","Same Factor (SF)","0%","Four Variables with Missing Data","Strong MAR"
5.2e-05,4.38073,1,0,0,"Factor Correlation = 0.4","One Correlated Residual","Same Factor (SF)","0%","Four Variables with Missing Data","Strong MAR"
0.025391,4.466808,0.994327,0.021865,0.1,"Factor Correlation = 0.4","One Correlated Residual","Same Factor (SF)","0%","Four Variables with Missing Data","Strong MAR"
0.106285,4.629742,0.977054,0.04477,0.2,"Factor Correlation = 0.4","One Correlated Residual","Same Factor (SF)","0%","Four Variables with Missing Data","Strong MAR"
0.254234,4.914798,0.948282,0.069252,0.3,"Factor Correlation = 0.4","One Correlated Residual","Same Factor (SF)","0%","Four Variables with Missing Data","Strong MAR"
0.424093,5.466944,0.922435,0.089447,0.4,"Factor Correlation = 0.4","One Correlated Residual","Same Factor (SF)","0%","Four Variables with Missing Data","Strong MAR"
4.2e-05,4.881164,1,0,0,"Factor Correlation = 0.8","One Correlated Residual","Same Factor (SF)","0%","Four Variables with Missing Data","Strong MAR"
0.028271,4.961026,0.994312,0.023074,0.1,"Factor Correlation = 0.8","One Correlated Residual","Same Factor (SF)","0%","Four Variables with Missing Data","Strong MAR"
0.120807,5.11913,0.976411,0.047732,0.2,"Factor Correlation = 0.8","One Correlated Residual","Same Factor (SF)","0%","Four Variables with Missing Data","Strong MAR"
0.307205,5.400329,0.943123,0.076127,0.3,"Factor Correlation = 0.8","One Correlated Residual","Same Factor (SF)","0%","Four Variables with Missing Data","Strong MAR"
0.587519,5.949324,0.901254,0.105282,0.4,"Factor Correlation = 0.8","One Correlated Residual","Same Factor (SF)","0%","Four Variables with Missing Data","Strong MAR"
4.2e-05,3.547374,1,0,0,"Factor Correlation = 0","One Correlated Residual","Same Factor (SF)","20%","Four Variables with Missing Data","Strong MAR"
0.018716,3.620905,0.994846,0.018765,0.1,"Factor Correlation = 0","One Correlated Residual","Same Factor (SF)","20%","Four Variables with Missing Data","Strong MAR"
0.077017,3.749628,0.979474,0.038107,0.2,"Factor Correlation = 0","One Correlated Residual","Same Factor (SF)","20%","Four Variables with Missing Data","Strong MAR"
0.172938,3.980933,0.956571,0.057114,0.3,"Factor Correlation = 0","One Correlated Residual","Same Factor (SF)","20%","Four Variables with Missing Data","Strong MAR"
0.270513,4.42121,0.938826,0.071435,0.4,"Factor Correlation = 0","One Correlated Residual","Same Factor (SF)","20%","Four Variables with Missing Data","Strong MAR"
5.4e-05,3.668131,1,0.000127,0,"Factor Correlation = 0.4","One Correlated Residual","Same Factor (SF)","20%","Four Variables with Missing Data","Strong MAR"
0.019877,3.738035,0.994697,0.01934,0.1,"Factor Correlation = 0.4","One Correlated Residual","Same Factor (SF)","20%","Four Variables with Missing Data","Strong MAR"
0.080015,3.869203,0.979333,0.038842,0.2,"Factor Correlation = 0.4","One Correlated Residual","Same Factor (SF)","20%","Four Variables with Missing Data","Strong MAR"
0.184551,4.100491,0.955005,0.059001,0.3,"Factor Correlation = 0.4","One Correlated Residual","Same Factor (SF)","20%","Four Variables with Missing Data","Strong MAR"
0.297339,4.537223,0.934478,0.074894,0.4,"Factor Correlation = 0.4","One Correlated Residual","Same Factor (SF)","20%","Four Variables with Missing Data","Strong MAR"
4.2e-05,4.137496,1,0,0,"Factor Correlation = 0.8","One Correlated Residual","Same Factor (SF)","20%","Four Variables with Missing Data","Strong MAR"
0.022212,4.201956,0.994726,0.020447,0.1,"Factor Correlation = 0.8","One Correlated Residual","Same Factor (SF)","20%","Four Variables with Missing Data","Strong MAR"
0.094239,4.333638,0.978266,0.042156,0.2,"Factor Correlation = 0.8","One Correlated Residual","Same Factor (SF)","20%","Four Variables with Missing Data","Strong MAR"
0.234502,4.554798,0.948526,0.06651,0.3,"Factor Correlation = 0.8","One Correlated Residual","Same Factor (SF)","20%","Four Variables with Missing Data","Strong MAR"
0.423441,4.992254,0.91519,0.089378,0.4,"Factor Correlation = 0.8","One Correlated Residual","Same Factor (SF)","20%","Four Variables with Missing Data","Strong MAR"
4.4e-05,2.999394,1,0,0,"Factor Correlation = 0","One Correlated Residual","Same Factor (SF)","50%","Four Variables with Missing Data","Strong MAR"
0.011291,3.045395,0.99631,0.014561,0.1,"Factor Correlation = 0","One Correlated Residual","Same Factor (SF)","50%","Four Variables with Missing Data","Strong MAR"
